,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,TOT_EMP_ME
74,115000,Support Activities for Agriculture and Forestry,15-0000,Computer and Mathematical Occupations,200.0,15.6,58390.0,2.7,52190.0,2010,1576.53,1975.865049,31.2,3089.9988,3872.69549604,61.152
213,211000,Oil and Gas Extraction,15-0000,Computer and Mathematical Occupations,3470.0,14.8,85420.0,3.4,80110.0,2010,2904.28,3639.9341240000003,513.56,5692.388800000001,7134.270883040001,1006.5775999999998
376,212000,Mining (except Oil and Gas),15-0000,Computer and Mathematical Occupations,390.0,10.2,64320.0,2.0,62690.0,2010,1286.4,1612.2451200000003,39.779999999999994,2521.344,3160.0004352000005,77.96879999999999
556,213000,Support Activities for Mining,15-0000,Computer and Mathematical Occupations,1320.0,16.8,86100.0,13.0,70290.0,2010,11193.0,14028.186900000002,221.76,21938.28,27495.246324000003,434.64959999999996
755,221000,Utilities,15-0000,Computer and Mathematical Occupations,14910.0,4.2,78300.0,1.2,78020.0,2010,939.6,1177.6006800000002,626.22,1841.616,2308.0973328000005,1227.3912
1006,236000,Construction of Buildings,15-0000,Computer and Mathematical Occupations,3010.0,4.9,65960.0,1.6,63030.0,2010,1055.36,1322.682688,147.49,2068.5056,2592.4580684800003,289.0804
1225,237000,Heavy and Civil Engineering Construction,15-0000,Computer and Mathematical Occupations,1620.0,10.9,66060.0,2.0,62260.0,2010,1321.2,1655.8599600000002,176.58,2589.552,3245.4855216000005,346.09680000000003
1482,238000,Specialty Trade Contractors,15-0000,Computer and Mathematical Occupations,4370.0,9.6,66620.0,2.0,65100.0,2010,1332.4,1669.8969200000001,419.52,2611.504,3272.9979632000004,822.2592
1777,311000,Food Manufacturing,15-0000,Computer and Mathematical Occupations,5330.0,2.1,95800.0,15.1,79150.0,2010,14465.8,18129.98714,111.93,28352.967999999997,35534.7747944,219.3828
2028,312000,Beverage and Tobacco Product Manufacturing,15-0000,Computer and Mathematical Occupations,860.0,13.4,69470.0,2.5,68980.0,2010,1736.75,2176.668775,115.24,3404.0299999999997,4266.270799,225.8704
2180,313000,Textile Mills,15-0000,Computer and Mathematical Occupations,450.0,8.6,56870.0,1.5,54260.0,2010,853.05,1069.127565,38.7,1671.9779999999998,2095.4900274,75.852
2292,314000,Textile Product Mills,15-0000,Computer and Mathematical Occupations,440.0,4.5,54110.0,2.1,51730.0,2010,1136.31,1424.137323,19.8,2227.1675999999998,2791.3091530799998,38.808
2416,315000,Apparel Manufacturing,15-0000,Computer and Mathematical Occupations,1000.0,11.1,69040.0,2.8,67250.0,2010,1933.12,2422.779296,111.0,3788.9152,4748.64742016,217.56
2520,316000,Leather and Allied Product Manufacturing,15-0000,Computer and Mathematical Occupations,230.0,13.0,64130.0,3.4,64360.0,2010,2180.42,2732.7203860000004,29.9,4273.6232,5356.131956560001,58.604
2617,321000,Wood Product Manufacturing,15-0000,Computer and Mathematical Occupations,530.0,8.3,59140.0,1.6,57130.0,2010,946.24,1185.922592,43.99,1854.6304,2324.40828032,86.2204
2802,322000,Paper Manufacturing,15-0000,Computer and Mathematical Occupations,2480.0,3.7,66190.0,1.0,64400.0,2010,661.9,829.5592700000001,91.76,1297.3239999999998,1625.9361692000002,179.8496
2986,323000,Printing and Related Support Activities,15-0000,Computer and Mathematical Occupations,6010.0,3.9,62890.0,1.2,59970.0,2010,754.68,945.8404439999999,234.39,1479.1727999999998,1853.84727024,459.40439999999995
3151,324000,Petroleum and Coal Products Manufacturing,15-0000,Computer and Mathematical Occupations,2610.0,18.6,88730.0,4.3,85590.0,2010,3815.39,4781.828287,485.4600000000001,7478.1644,9372.38344252,951.5016000000002
3317,325000,Chemical Manufacturing,15-0000,Computer and Mathematical Occupations,18390.0,9.4,80620.0,2.2,78450.0,2010,1773.64,2222.903012,1728.66,3476.3344,4356.88990352,3388.1736
3593,326000,Plastics and Rubber Products Manufacturing,15-0000,Computer and Mathematical Occupations,3290.0,2.8,63230.0,1.1,61070.0,2010,695.53,871.707749,92.12,1363.2387999999999,1708.54718804,180.5552
3796,327000,Nonmetallic Mineral Product Manufacturing,15-0000,Computer and Mathematical Occupations,1210.0,6.7,69020.0,1.8,66500.0,2010,1242.36,1557.049788,81.07,2435.0256,3051.81758448,158.89719999999997
4014,331000,Primary Metal Manufacturing,15-0000,Computer and Mathematical Occupations,2480.0,3.9,65140.0,1.2,64000.0,2010,781.68,979.6795440000001,96.72,1532.0928,1920.1719062400002,189.5712
4223,332000,Fabricated Metal Product Manufacturing,15-0000,Computer and Mathematical Occupations,9040.0,2.4,67800.0,1.6,64780.0,2010,1084.8,1359.5798399999999,216.96,2126.208,2664.7764863999996,425.2416
4497,333000,Machinery Manufacturing,15-0000,Computer and Mathematical Occupations,17640.0,4.1,71570.0,1.1,69570.0,2010,787.27,986.6854910000001,723.24,1543.0492,1933.90356236,1417.5504
4765,334000,Computer and Electronic Product Manufacturing,15-0000,Computer and Mathematical Occupations,134430.0,3.8,93510.0,2.2,91300.0,2010,2057.2200000000003,2578.3138260000005,5108.34,4032.1512000000002,5053.495098960001,10012.3464
5025,335000,"Electrical Equipment, Appliance, and Component Manufacturing",15-0000,Computer and Mathematical Occupations,5860.0,5.1,71160.0,1.2,69680.0,2010,853.92,1070.217936,298.85999999999996,1673.6832,2097.62715456,585.7656
5233,336000,Transportation Equipment Manufacturing,15-0000,Computer and Mathematical Occupations,44510.0,4.7,89980.0,2.2,88130.0,2010,1979.5600000000004,2480.9825480000004,2091.97,3879.9376000000007,4862.725794080001,4100.2612
5532,337000,Furniture and Related Product Manufacturing,15-0000,Computer and Mathematical Occupations,1870.0,4.6,56420.0,1.7,52590.0,2010,959.14,1202.0901620000002,86.02,1879.9144,2356.0967175200003,168.5992
5720,339000,Miscellaneous Manufacturing,15-0000,Computer and Mathematical Occupations,9600.0,4.3,69720.0,1.0,67430.0,2010,697.2,873.80076,412.8,1366.5120000000002,1712.6494896,809.088
6011,423000,"Merchant Wholesalers, Durable Goods",15-0000,Computer and Mathematical Occupations,122410.0,2.5,79420.0,1.0,75460.0,2010,794.2,995.3708600000001,3060.25,1556.632,1950.9268856,5998.09
6413,424000,"Merchant Wholesalers, Nondurable Goods",15-0000,Computer and Mathematical Occupations,18810.0,4.1,66770.0,1.0,63450.0,2010,667.7,836.82841,771.21,1308.692,1640.1836836,1511.5716
6750,425000,Wholesale Electronic Markets and Agents and Brokers,15-0000,Computer and Mathematical Occupations,22520.0,4.1,74290.0,1.4,71150.0,2010,1040.06,1303.507198,923.3199999999998,2038.5176,2554.87410808,1809.7071999999996
7022,441000,Motor Vehicle and Parts Dealers,15-0000,Computer and Mathematical Occupations,1930.0,7.2,63700.0,3.8,58030.0,2010,2420.6,3033.73798,138.96,4744.375999999999,5946.1264408,272.3616
7188,442000,Furniture and Home Furnishings Stores,15-0000,Computer and Mathematical Occupations,940.0,19.4,49110.0,5.6,45150.0,2010,2750.16,3446.775528,182.36,5390.3135999999995,6755.68003488,357.42560000000003
7349,443000,Electronics and Appliance Stores,15-0000,Computer and Mathematical Occupations,26040.0,3.9,62310.0,1.4,56080.0,2010,872.34,1093.303722,1015.56,1709.7864,2142.8752951200004,1990.4976
7488,444000,Building Material and Garden Equipment and Supplies Dealers,15-0000,Computer and Mathematical Occupations,2610.0,5.6,41250.0,2.8,35110.0,2010,1154.9999999999998,1447.5615,146.15999999999997,2263.7999999999997,2837.22054,286.4735999999999
7671,445000,Food and Beverage Stores,15-0000,Computer and Mathematical Occupations,970.0,11.8,49330.0,5.1,42730.0,2010,2515.83,3153.089739,114.46,4931.0268,6180.05588844,224.34159999999997
7831,446000,Health and Personal Care Stores,15-0000,Computer and Mathematical Occupations,840.0,11.1,59940.0,4.2,55510.0,2010,2517.48,3155.157684,93.24,4934.2608,6184.109060639999,182.75039999999998
7966,447000,Gasoline Stations,15-0000,Computer and Mathematical Occupations,350.0,19.7,55260.0,6.0,49750.0,2010,3315.6,4155.44148,68.95,6498.576,8144.6653008,135.142
8074,448000,Clothing and Clothing Accessories Stores,15-0000,Computer and Mathematical Occupations,670.0,13.1,56380.0,3.8,48370.0,2010,2142.44,2685.120052,87.77,4199.1824,5262.83530192,172.0292
8175,451000,"Sporting Goods, Hobby, Book, and Music Stores",15-0000,Computer and Mathematical Occupations,1140.0,9.7,51430.0,3.8,44620.0,2010,1954.34,2449.374322,110.58,3830.5063999999998,4800.7736711200005,216.7368
8319,452000,General Merchandise Stores,15-0000,Computer and Mathematical Occupations,560.0,10.5,42500.0,2.0,38720.0,2010,850.0,1065.305,58.8,1666.0,2087.9978,115.24799999999999
8466,453000,Miscellaneous Store Retailers,15-0000,Computer and Mathematical Occupations,2000.0,8.9,50680.0,3.8,44300.0,2010,1925.84,2413.655272,178.0,3774.6463999999996,4730.76433312,348.88
8674,454000,Nonstore Retailers,15-0000,Computer and Mathematical Occupations,14230.0,3.3,73410.0,3.8,68880.0,2010,2789.58,3496.180614,469.59,5467.5768,6852.514003439999,920.3964
9044,482000,Rail Transportation,15-0000,Computer and Mathematical Occupations,2190.0,22.2,86140.0,2.1,87710.0,2010,1808.94,2267.144502,486.18,3545.5224,4443.60322392,952.9128
9202,483000,Water Transportation,15-0000,Computer and Mathematical Occupations,690.0,13.1,76170.0,2.3,76530.0,2010,1751.91,2195.668803,90.39,3433.7436000000002,4303.51085388,177.1644
9323,484000,Truck Transportation,15-0000,Computer and Mathematical Occupations,2770.0,7.0,62030.0,1.7,59380.0,2010,1054.51,1321.617383,193.9,2066.8396,2590.37007068,380.044
9481,485000,Transit and Ground Passenger Transportation,15-0000,Computer and Mathematical Occupations,230.0,11.3,58680.0,4.3,56040.0,2010,2523.24,3162.376692,25.99,4945.550399999999,6198.25831632,50.9404
9599,486000,Pipeline Transportation,15-0000,Computer and Mathematical Occupations,1190.0,12.1,77270.0,1.8,77060.0,2010,1390.86,1743.1648380000001,143.99,2726.0856,3416.60308248,282.22040000000004
9707,487000,Scenic and Sightseeing Transportation,15-0000,Computer and Mathematical Occupations,30.0,17.2,55680.0,5.2,55580.0,2010,2895.36,3628.7546880000004,5.16,5674.9056,7112.359188480001,10.1136
9815,488000,Support Activities for Transportation,15-0000,Computer and Mathematical Occupations,3700.0,4.0,67910.0,2.0,65980.0,2010,1358.2,1702.23206,148.0,2662.072,3336.3748376,290.08
10046,491000,Postal Service,15-0000,Computer and Mathematical Occupations,2590.0,0.0,77720.0,0.7,75010.0,2010,544.04,681.8453320000001,0.0,1066.3183999999999,1336.4168507200002,0.0
10160,492000,Couriers and Messengers,15-0000,Computer and Mathematical Occupations,2390.0,8.8,62930.0,1.9,58730.0,2010,1195.67,1498.533211,210.32,2343.5132000000003,2937.1250935599996,412.2272
10278,493000,Warehousing and Storage,15-0000,Computer and Mathematical Occupations,4520.0,7.6,65940.0,2.8,62440.0,2010,1846.32,2313.992856,343.52,3618.7871999999998,4535.4259977599995,673.2991999999999
10492,511000,Publishing Industries (except Internet),15-0000,Computer and Mathematical Occupations,148880.0,1.7,84190.0,3.3,82650.0,2010,2778.27,3482.0057910000005,2530.96,5445.4092,6824.731350360001,4960.6816
10688,512000,Motion Picture and Sound Recording Industries,15-0000,Computer and Mathematical Occupations,10030.0,10.7,79160.0,2.3,76540.0,2010,1820.68,2281.858244,1073.21,3568.5328,4472.44215824,2103.4916
10859,515000,Broadcasting (except Internet),15-0000,Computer and Mathematical Occupations,8150.0,7.5,68560.0,2.0,65170.0,2010,1371.2,1718.5249600000002,611.25,2687.552,3368.3089216000003,1198.05
11017,517000,Telecommunications,15-0000,Computer and Mathematical Occupations,118120.0,1.9,75610.0,0.6,74250.0,2010,453.66,568.572078,2244.28,889.1736000000001,1114.40127288,4398.7888
11208,518000,"Data Processing, Hosting and Related Services",15-0000,Computer and Mathematical Occupations,88830.0,3.3,76580.0,0.9,74830.0,2010,689.22,863.799426,2931.39,1350.8712,1693.04687496,5745.524399999999
11356,519000,Other Information Services,15-0000,Computer and Mathematical Occupations,33590.0,10.7,85840.0,2.1,83380.0,2010,1802.64,2259.248712,3594.13,3533.1744000000003,4428.12747552,7044.4948
11502,521000,Monetary Authorities-Central Bank,15-0000,Computer and Mathematical Occupations,3390.0,17.8,83540.0,2.4,82070.0,2010,2004.96,2512.8163680000002,603.42,3929.7216,4925.120081280001,1182.7032
11594,522000,Credit Intermediation and Related Activities,15-0000,Computer and Mathematical Occupations,98350.0,2.9,76690.0,0.9,75190.0,2010,690.21,865.040193,2852.15,1352.8116,1695.4787782800001,5590.214
11772,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15-0000,Computer and Mathematical Occupations,47580.0,4.6,87890.0,1.1,84460.0,2010,966.7900000000002,1211.6779070000002,2188.68,1894.9084000000003,2374.8886977200004,4289.8128
11946,524000,Insurance Carriers and Related Activities,15-0000,Computer and Mathematical Occupations,151530.0,1.8,76340.0,0.5,74660.0,2010,381.7,478.38461,2727.54,748.132,937.6338356,5345.9784
12316,531000,Real Estate,15-0000,Computer and Mathematical Occupations,9290.0,3.5,66440.0,3.4,62730.0,2010,2258.96,2831.1545680000004,325.15,4427.5616,5549.06295328,637.294
12799,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15-0000,Computer and Mathematical Occupations,1420.0,9.1,72250.0,4.6,68080.0,2010,3323.5,4165.34255,129.22,6514.0599999999995,8164.071398,253.2712
12924,541000,"Professional, Scientific, and Technical Services",15-0000,Computer and Mathematical Occupations,1118420.0,0.7,81760.0,0.4,77420.0,2010,327.04,409.87923200000006,7828.94,640.9984000000001,803.3632947200001,15344.722399999999
13490,551000,Management of Companies and Enterprises,15-0000,Computer and Mathematical Occupations,193320.0,1.5,75650.0,0.5,74110.0,2010,378.25,474.06072500000005,2899.8,741.37,929.159021,5683.608
13949,561000,Administrative and Support Services,15-0000,Computer and Mathematical Occupations,126190.0,2.1,69140.0,0.9,64370.0,2010,622.26,779.8784580000001,2649.99,1219.6296,1528.5617776800002,5193.9803999999995
14527,562000,Waste Management and Remediation Services,15-0000,Computer and Mathematical Occupations,1080.0,9.2,73900.0,3.6,73420.0,2010,2660.4,3334.27932,99.36,5214.384,6535.1874672,194.7456
14737,611000,Educational Services,15-0000,Computer and Mathematical Occupations,200380.0,1.4,58360.0,0.6,54790.0,2010,350.16,438.85552800000005,2805.32,686.3136000000001,860.1568348800001,5498.4272
15328,621000,Ambulatory Health Care Services,15-0000,Computer and Mathematical Occupations,28770.0,3.2,63170.0,1.5,59350.0,2010,947.55,1187.564415,920.64,1857.1979999999999,2327.6262534,1804.4543999999999
15683,622000,Hospitals,15-0000,Computer and Mathematical Occupations,61710.0,1.3,64270.0,0.5,62310.0,2010,321.35,402.747955,802.23,629.846,789.3859917999999,1572.3708
16083,623000,Nursing and Residential Care Facilities,15-0000,Computer and Mathematical Occupations,2040.0,3.3,53690.0,0.9,50810.0,2010,483.21,605.6070930000001,67.32,947.0916,1186.98990228,131.94719999999998
16354,624000,Social Assistance,15-0000,Computer and Mathematical Occupations,6080.0,2.6,51830.0,1.3,47480.0,2010,673.79,844.4610070000001,158.08,1320.6283999999998,1655.1435737200002,309.83680000000004
16659,711000,"Performing Arts, Spectator Sports, and Related Industries",15-0000,Computer and Mathematical Occupations,2360.0,4.6,59600.0,1.5,54880.0,2010,894.0,1120.4502,108.56,1752.24,2196.082392,212.7776
16905,712000,"Museums, Historical Sites, and Similar Institutions",15-0000,Computer and Mathematical Occupations,1520.0,9.5,59760.0,1.9,56290.0,2010,1135.44,1423.0469520000001,144.4,2225.4624,2789.17202592,283.024
17109,713000,"Amusement, Gambling, and Recreation Industries",15-0000,Computer and Mathematical Occupations,2760.0,7.9,60920.0,3.6,57610.0,2010,2193.12,2748.6372960000003,218.04,4298.5152,5387.329100160001,427.35839999999996
17400,721000,Accommodation,15-0000,Computer and Mathematical Occupations,2040.0,5.7,52800.0,1.3,47730.0,2010,686.4,860.26512,116.28,1345.3439999999998,1686.1196352,227.90879999999999
17644,722000,Food Services and Drinking Places,15-0000,Computer and Mathematical Occupations,170.0,20.6,50170.0,5.5,51160.0,2010,2759.35,3458.2933550000002,35.02,5408.326,6778.2549758000005,68.6392
17813,811000,Repair and Maintenance,15-0000,Computer and Mathematical Occupations,5350.0,6.1,61040.0,1.6,55670.0,2010,976.64,1224.0229120000001,326.34999999999997,1914.2143999999998,2399.0849075200003,639.646
18074,812000,Personal and Laundry Services,15-0000,Computer and Mathematical Occupations,1650.0,11.5,70170.0,4.0,68810.0,2010,2806.8,3517.76244,189.75,5501.328,6894.8143824,371.90999999999997
18314,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",15-0000,Computer and Mathematical Occupations,20540.0,2.4,63950.0,0.9,59520.0,2010,575.55,721.3368150000001,492.96,1128.078,1413.8201574000002,966.2016
18709,999000,"Federal, State, and Local Government (OES Designation)",15-0000,Computer and Mathematical Occupations,239360.0,0.3,74310.0,0.2,72200.0,2010,148.62,186.265446,718.08,291.2952,365.08027416,1407.4368
