,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,JOBS_1000,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
34207,GA,23580,"Gainesville, GA",15-0000,Computer and mathematical science occupations,470,12.2,53030,3.3,50470,2008,6.32996632996633,1749.99,2193.262467,0.7722558922558922,57.34,3429.9804,4298.79443532,1.5136215488215488,112.38640000000001
34420,GA,25980,"Hinesville-Fort Stewart, GA",15-0000,Computer and mathematical science occupations,240,19.5,58190,10.1,53290,2008,15.434083601286172,5877.19,7365.882227,3.009646302250804,46.8,11519.292399999998,14437.12916492,5.898906752411576,91.728
34536,GA,31420,"Macon, GA",15-0000,Computer and mathematical science occupations,1200,5.6,52980,3.9,47500,2008,12.037315678603672,2066.22,2589.593526,0.6740896780018056,67.2,4049.7911999999997,5075.60331096,1.321215768883539,131.712
34816,GA,40660,"Rome, GA",15-0000,Computer and mathematical science occupations,410,3.6,46220,4.7,39900,2008,10.201542672306545,2172.34,2722.5937220000005,0.36725553620303564,14.76,4257.7864,5336.283695120001,0.7198208509579498,28.9296
35010,GA,42340,"Savannah, GA",15-0000,Computer and mathematical science occupations,1290,7.9,53360,2.4,51160,2008,8.331718659174578,1280.64,1605.0261120000002,0.6582057740747917,101.91,2510.0544,3145.85117952,1.2900833171865917,199.7436
35307,GA,46660,"Valdosta, GA",15-0000,Computer and mathematical science occupations,250,5.5,47220,3.1,43480,2008,4.537205081669692,1463.82,1834.6056060000003,0.24954627949183306,13.75,2869.0872,3595.8269877600005,0.4891107078039928,26.95
35523,GA,47580,"Warner Robins, GA",15-0000,Computer and mathematical science occupations,1520,6.6,72010,2.0,71240,2008,27.71194165907019,1440.2,1805.00266,1.8289881494986326,100.32,2822.792,3537.8052136,3.58481677301732,196.6272
35742,HI,26180,"Honolulu, HI",15-0000,Computer and mathematical science occupations,7390,4.5,65060,2.2,63360,2008,16.64601869579908,1431.32,1793.8733560000003,0.7490708413109586,332.55,2805.3871999999997,3515.9917777600003,1.4681788489694787,651.798
36203,IA,11180,"Ames, IA",15-0000,Computer and mathematical science occupations,1050,5.3,59610,2.4,58730,2008,25.047709923664122,1430.64,1793.0211120000001,1.3275286259541985,55.65,2804.0544,3514.3213795200004,2.601956106870229,109.074
36435,IA,16300,"Cedar Rapids, IA",15-0000,Computer and mathematical science occupations,5730,2.5,67810,2.8,66990,2008,41.80345808710878,1898.68,2379.615644,1.0450864521777194,143.25,3721.4128,4664.04666224,2.04836944626833,280.77
36777,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-0000,Computer and mathematical science occupations,3440,13.3,65510,3.9,62020,2008,18.44405125730524,2554.89,3202.0436370000007,2.453058817221597,457.52,5007.5844,6276.0055285200015,4.80799528175433,896.7392
37168,IA,19780,"Des Moines-West Des Moines, IA",15-0000,Computer and mathematical science occupations,12720,4.4,66940,1.3,64830,2008,38.74151006609204,870.22,1090.646726,1.70462644290805,559.6800000000001,1705.6312,2137.66758296,3.341067828099778,1096.9728
37588,IA,20220,"Dubuque, IA",15-0000,Computer and mathematical science occupations,510,7.4,51850,3.3,49500,2008,9.889470622454915,1711.05,2144.458965,0.7318208260616638,37.74,3353.658,4203.139571399999,1.434368819080861,73.9704
37820,IA,26980,"Iowa City, IA",15-0000,Computer and mathematical science occupations,1820,3.7,57450,2.0,55630,2008,21.64090368608799,1149.0,1440.0417000000002,0.8007134363852557,67.34,2252.04,2822.481732,1.569398335315101,131.9864
38083,IA,43580,"Sioux City, IA-NE-SD",15-0000,Computer and mathematical science occupations,900,5.9,60240,3.9,58420,2008,12.231584669747214,2349.36,2944.4528880000003,0.7216634955150856,53.1,4604.7456,5771.1276604800005,1.4144604512095678,104.07600000000001
38364,IA,47940,"Waterloo-Cedar Falls, IA",15-0000,Computer and mathematical science occupations,810,15.5,51500,3.3,48690,2008,9.172234175065112,1699.5,2129.9833500000004,1.4216962971350924,125.55,3331.02,4174.767366000001,2.786524742384781,246.078
38665,ID,14260,"Boise City-Nampa, ID",15-0000,Computer and mathematical science occupations,6920,7.6,60190,5.3,55660,2008,24.18903803131991,3190.07,3998.114731,1.838366890380313,525.92,6252.5372,7836.30487276,3.6031991051454133,1030.8031999999998
39019,ID,17660,"Coeur d'Alene, ID",15-0000,Computer and mathematical science occupations,1160,16.1,53270,6.3,44940,2008,20.02071108042803,3356.01,4206.087333,3.2233344839489133,186.76,6577.779600000001,8243.93117268,6.31773558853987,366.0496
39234,ID,26820,"Idaho Falls, ID",15-0000,Computer and mathematical science occupations,890,28.1,59860,6.2,53860,2008,17.033492822966508,3711.32,4651.397356,4.786411483253589,250.09,7274.1872,9116.73881776,9.381366507177034,490.1764
39411,ID,30300,"Lewiston, ID-WA",15-0000,Computer and mathematical science occupations,260,31.1,54190,6.2,50160,2008,10.224144710971293,3359.78,4210.812274,3.179709005112072,80.86,6585.1688,8253.19205704,6.232229650019661,158.4856
39720,IL,14060,"Bloomington-Normal, IL",15-0000,Computer and mathematical science occupations,6590,21.6,79680,3.3,77600,2008,76.42351849704279,2629.44,3295.4771520000004,16.507479995361244,1423.44,5153.7024,6459.13521792,32.354660790908035,2789.9424
39943,IL,16580,"Champaign-Urbana, IL",15-0000,Computer and mathematical science occupations,1740,13.7,61130,4.0,57330,2008,17.21238500346226,2445.2,3064.5691600000005,2.358096745474329,238.38,4792.592,6006.555553600001,4.621869621129685,467.22479999999996
40261,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-0000,Computer and mathematical science occupations,106670,3.0,77240,1.2,73830,2008,27.915314560870932,926.88,1161.6587040000002,0.8374594368261279,3200.1,1816.6848,2276.8510598400003,1.6414204961792107,6272.196
40868,IL,19180,"Danville, IL",15-0000,Computer and mathematical science occupations,210,12.0,45540,6.9,41690,2008,7.311977715877438,3142.26,3938.1944580000004,0.8774373259052924,25.2,6158.8296,7718.861137680001,1.719777158774373,49.391999999999996
41017,IL,19500,"Decatur, IL",15-0000,Computer and mathematical science occupations,460,19.6,69920,6.5,69370,2008,8.201105366375467,4544.8,5695.99784,1.6074166518095916,90.16,8907.808,11164.1557664,3.1505366375467996,176.71359999999999
41193,IL,28100,"Kankakee-Bradley, IL",15-0000,Computer and mathematical science occupations,170,17.5,55620,4.2,51810,2008,4.0274816394219375,2336.04,2927.7589319999997,0.7048092868988391,29.75,4578.6384,5738.407506719999,1.3814262023217247,58.31
41392,IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",15-0000,Computer and mathematical science occupations,10800,11.7,75950,3.4,72450,2008,27.280994240678993,2582.3,3236.3965900000003,3.1918763261594423,1263.6,5061.308,6343.3373164,6.256077599272507,2476.656
41824,IL,37900,"Peoria, IL",15-0000,Computer and mathematical science occupations,2220,15.6,62060,4.2,56870,2008,12.204507971412864,2606.52,3266.7515160000003,1.9039032435404066,346.32,5108.7792,6402.832971360001,3.731650357339197,678.7872
42160,IL,40420,"Rockford, IL",15-0000,Computer and mathematical science occupations,1160,8.2,54610,3.5,54290,2008,7.521234519872918,1911.35,2395.494955,0.6167412306295792,95.12,3746.2459999999996,4695.1701118,1.2088128120339752,186.4352
42483,IL,44100,"Springfield, IL",15-0000,Computer and mathematical science occupations,3220,10.8,69440,5.1,68600,2008,30.223390275952692,3541.44,4438.486752000001,3.264126149802891,347.76,6941.2224,8699.43403392,6.397687253613666,681.6096
42760,IN,11300,"Anderson, IN",15-0000,Computer and mathematical science occupations,170,7.7,49570,3.8,47360,2008,4.274578828262509,1883.66,2360.791078,0.3291425697762132,13.09,3691.9736000000003,4627.15051288,0.6451194367613778,25.656399999999998
42961,IN,14020,"Bloomington, IN",15-0000,Computer and mathematical science occupations,1730,3.4,52530,2.3,48390,2008,23.243315867257824,1208.1899999999998,1514.2245269999999,0.7902727394867659,58.82,2368.0523999999996,2967.8800729199997,1.548934569394061,115.2872
43207,IN,18020,"Columbus, IN",15-0000,Computer and mathematical science occupations,920,11.6,67080,4.8,65500,2008,21.242207342415146,3219.84,4035.4254720000004,2.4640960517201567,106.72,6310.8864,7909.433925120001,4.829628261371507,209.1712
43397,IN,21140,"Elkhart-Goshen, IN",15-0000,Computer and mathematical science occupations,740,5.9,54660,5.2,49990,2008,5.992388047615192,2842.32,3562.279656,0.35355089480929636,43.66,5570.9472000000005,6982.06812576,0.6929597538262209,85.57359999999998
43726,IN,21780,"Evansville, IN-KY",15-0000,Computer and mathematical science occupations,2000,14.8,54190,2.5,52800,2008,11.63670215860825,1354.75,1697.908175,1.7222319194740212,296.0,2655.31,3327.900023,3.3755745621690814,580.16
44121,IN,23060,"Fort Wayne, IN",15-0000,Computer and mathematical science occupations,4710,14.2,65260,3.0,63250,2008,22.056757516156225,1957.8,2453.7107400000004,3.1320595672941836,668.82,3837.288,4809.273050400001,6.1388367518966,1310.8872000000001
44527,IN,23844,"Gary, IN Metropolitan Division",15-0000,Computer and mathematical science occupations,1900,7.8,57730,4.4,53320,2008,6.877828054298643,2540.1200000000003,3183.5323960000005,0.5364705882352941,148.2,4978.635200000001,6239.723496160001,1.0514823529411765,290.472
44981,IN,26900,"Indianapolis-Carmel, IN",15-0000,Computer and mathematical science occupations,22240,6.1,66360,1.2,63950,2008,24.598232555052924,796.32,998.027856,1.500492185858228,1356.64,1560.7872,1956.1345977600001,2.940964684282127,2659.0144
45687,IN,29140,"Lafayette, IN",15-0000,Computer and mathematical science occupations,1400,6.5,55070,2.4,52290,2008,16.698473282442748,1321.68,1656.461544,1.0854007633587788,91.0,2590.4928,3246.66462624,2.1273854961832064,178.35999999999999
45928,IN,33140,"Michigan City-La Porte, IN",15-0000,Computer and mathematical science occupations,270,13.8,52160,4.7,49130,2008,6.101694915254237,2451.52,3072.490016,0.8420338983050847,37.26,4804.9792,6022.08043136,1.650386440677966,73.02959999999999
46131,IN,34620,"Muncie, IN",15-0000,Computer and mathematical science occupations,670,7.7,51440,3.2,48880,2008,14.30401366353544,1646.08,2063.0320640000004,1.1014090520922288,51.59,3226.3167999999996,4043.5428454400007,2.1587617421007685,101.1164
46367,IN,43780,"South Bend-Mishawaka, IN-MI",15-0000,Computer and mathematical science occupations,2290,15.4,57290,5.5,55340,2008,17.004529590851714,3150.95,3949.0856350000004,2.618697556991164,352.66,6175.861999999999,7740.2078446000005,5.132647211702682,691.2136
46713,IN,45460,"Terre Haute, IN",15-0000,Computer and mathematical science occupations,470,4.7,52970,3.7,51030,2008,6.822470605312818,1959.89,2456.330137,0.32065611844970243,22.09,3841.3844,4814.4070685199995,0.6284859921614168,43.2964
46967,KS,29940,"Lawrence, KS",15-0000,Computer and mathematical science occupations,1030,32.5,51040,4.8,46510,2008,21.938232161874332,2449.92,3070.4847360000003,7.129925452609158,334.75,4801.8432,6018.150082560001,13.97465388711395,656.11
47191,KS,45820,"Topeka, KS",15-0000,Computer and mathematical science occupations,2480,7.6,59840,2.2,58880,2008,22.683618403000093,1316.48,1649.9443840000001,1.723954998628007,188.48,2580.3008,3233.89099264,3.3789517973108936,369.4208
47541,KS,48620,"Wichita, KS",15-0000,Computer and mathematical science occupations,5300,3.4,58040,3.3,54760,2008,17.453156386867324,1915.32,2400.470556,0.593407317153489,180.2,3754.0272,4704.92228976,1.1630783416208386,353.19199999999995
47975,KY,14540,"Bowling Green, KY",15-0000,Computer and mathematical science occupations,550,28.4,52390,4.6,48810,2008,9.427494000685636,2409.9399999999996,3020.377802,2.6774082961947205,156.2,4723.482399999999,5919.94049192,5.247720260541652,306.152
48201,KY,21060,"Elizabethtown, KY",15-0000,Computer and mathematical science occupations,730,15.7,59600,3.6,60200,2008,16.072214883311315,2145.6,2689.08048,2.5233377366798764,114.61,4205.375999999999,5270.5977408,4.945741963892558,224.63559999999998
48432,KY,30460,"Lexington-Fayette, KY",15-0000,Computer and mathematical science occupations,6330,6.9,59640,7.0,55670,2008,25.07228581613657,4174.8,5232.27684,1.7299877213134236,436.77,8182.608,10255.262606400001,3.3907759337743104,856.0691999999999
48865,KY,31140,"Louisville-Jefferson County, KY-IN",15-0000,Computer and mathematical science occupations,11890,4.2,62520,1.5,60300,2008,19.245710585950146,937.8,1175.34474,0.8083198446099061,499.38,1838.088,2303.6756904,1.584306895435416,978.7848
49368,KY,36980,"Owensboro, KY",15-0000,Computer and mathematical science occupations,390,18.8,51830,3.0,47000,2008,7.975460122699387,1554.9,1948.7561699999999,1.4993865030674849,73.32,3047.6040000000003,3819.5620931999997,2.93879754601227,143.70719999999997
49577,LA,10780,"Alexandria, LA",15-0000,Computer and mathematical science occupations,320,15.3,54370,5.6,50380,2008,5.128205128205129,3044.72,3815.947576,0.7846153846153847,48.96,5967.651199999999,7479.25724896,1.537846153846154,95.9616
49835,LA,12940,"Baton Rouge, LA",15-0000,Computer and mathematical science occupations,5540,4.4,53890,2.0,51490,2008,15.02739651711604,1077.8,1350.80674,0.6612054467531059,243.76000000000005,2112.488,2647.5812104,1.2959626756360876,477.7696000000001
50262,LA,26380,"Houma-Bayou Cane-Thibodaux, LA",15-0000,Computer and mathematical science occupations,280,10.5,45780,4.2,44510,2008,2.963276537199704,1922.76,2409.7951080000003,0.3111440364059689,29.4,3768.6096,4723.19841168,0.609842311355699,57.623999999999995
50518,LA,29180,"Lafayette, LA",15-0000,Computer and mathematical science occupations,1260,6.3,49080,2.8,45530,2008,8.588957055214724,1374.24,1722.3349920000003,0.5411042944785276,79.38,2693.5104,3375.7765843200004,1.060564417177914,155.5848
50845,LA,29340,"Lake Charles, LA",15-0000,Computer and mathematical science occupations,530,15.4,53580,3.5,49960,2008,5.953718265558302,1875.3,2350.31349,0.9168726128959785,81.62,3675.5879999999997,4606.6144404,1.7970703212761179,159.9752
51114,LA,33740,"Monroe, LA",15-0000,Computer and mathematical science occupations,810,3.9,44780,2.4,41760,2008,10.47323506594259,1074.72,1346.946576,0.408456167571761,31.59,2106.4512,2640.01528896,0.8005740884406516,61.916399999999996
51400,LA,35380,"New Orleans-Metairie-Kenner, LA",15-0000,Computer and mathematical science occupations,6020,5.2,60040,3.0,57110,2008,11.679568515608327,1801.2,2257.44396,0.607337562811633,313.04,3530.352,4424.5901616,1.1903816231108006,613.5584
51892,LA,43340,"Shreveport-Bossier City, LA",15-0000,Computer and mathematical science occupations,1190,5.4,50540,3.4,47020,2008,6.794176420211247,1718.36,2153.620588,0.3668855266914074,64.26,3367.9855999999995,4221.09635248,0.7190956323151585,125.9496
52258,MA,70900,"Barnstable Town, MA",15-0000,Computer and mathematical science occupations,790,8.9,71380,5.3,68040,2008,8.12172303896371,3783.14,4741.409362,0.7228333504677703,70.31,7414.9544,9293.16234952,1.4167533669168297,137.8076
52573,MA,71654,"Boston-Cambridge-Quincy, MA NECTA Division",15-0000,Computer and mathematical science occupations,84650,2.5,88120,1.0,84770,2008,49.29278106784527,881.2,1104.40796,1.2323195266961318,2116.25,1727.152,2164.6396016,2.415346272324418,4147.85
53172,MA,72104,"Brockton-Bridgewater-Easton, MA NECTA Division",15-0000,Computer and mathematical science occupations,590,8.3,66210,2.6,63630,2008,6.671189507010403,1721.46,2157.505818,0.5537087290818635,48.97,3374.0616,4228.71140328,1.0852691090004525,95.9812
53469,MA,73104,"Framingham, MA NECTA Division",15-0000,Computer and mathematical science occupations,11240,7.2,95280,4.1,91650,2008,69.83969181061265,3906.4799999999996,4895.991383999999,5.028457810364111,809.28,7656.700799999999,9596.143112639998,9.855777308313659,1586.1888
53800,MA,73604,"Haverhill-North Andover-Amesbury, MA-NH NECTA Division",15-0000,Computer and mathematical science occupations,1320,6.9,76910,4.7,71100,2008,17.460317460317462,3614.77,4530.391241,1.204761904761905,91.08,7084.9492,8879.56683236,2.3613333333333335,178.5168
54092,MA,74204,"Lawrence-Methuen-Salem, MA-NH NECTA Division",15-0000,Computer and mathematical science occupations,1110,10.0,76840,2.7,73630,2008,19.36496859734822,2074.68,2600.196444,1.936496859734822,111.0,4066.3727999999996,5096.385030240001,3.795533845080251,217.56
54323,MA,74500,"Leominster-Fitchburg-Gardner, MA",15-0000,Computer and mathematical science occupations,450,11.3,66990,4.9,62490,2008,8.978451715881883,3282.51,4113.9697830000005,1.014565043894653,50.85,6433.7196,8063.380774680001,1.9885474860335197,99.666
54557,MA,74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",15-0000,Computer and mathematical science occupations,8040,4.0,95220,1.9,95190,2008,67.81948544917756,1809.18,2267.445294,2.7127794179671025,321.6,3545.9928,4444.19277624,5.317047659215521,630.336
54857,MA,75550,"New Bedford, MA",15-0000,Computer and mathematical science occupations,360,10.0,63560,3.6,62110,2008,5.645287752861847,2288.16,2867.7509280000004,0.5645287752861847,36.0,4484.7936,5620.79181888,1.1064763995609221,70.56
55126,MA,76524,"Peabody, MA NECTA Division",15-0000,Computer and mathematical science occupations,1530,23.5,74210,2.5,72400,2008,14.925373134328357,1855.25,2325.1848250000003,3.507462686567164,359.55,3636.29,4557.362257000001,6.874626865671641,704.718
55411,MA,76600,"Pittsfield, MA",15-0000,Computer and mathematical science occupations,470,19.3,61450,3.6,55440,2008,14.417177914110429,2212.2,2772.55026,2.782515337423313,90.71,4335.911999999999,5434.1985096,5.4537300613496935,177.7916
55636,MA,78100,"Springfield, MA-CT",15-0000,Computer and mathematical science occupations,4460,12.6,65590,2.5,63590,2008,14.938370846730976,1639.75,2055.098675,1.882234726688103,561.96,3213.91,4027.9934030000004,3.689180064308682,1101.4416
56066,MA,78254,"Taunton-Norton-Raynham, MA NECTA Division",15-0000,Computer and mathematical science occupations,1000,15.7,80710,4.0,77550,2008,21.473051320592656,3228.4,4046.1537200000002,3.3712690573330466,157.0,6327.664,7930.4612912,6.607687352372771,307.71999999999997
56295,MA,79600,"Worcester, MA-CT",15-0000,Computer and mathematical science occupations,5720,6.4,76260,1.9,73580,2008,23.235975139131497,1448.94,1815.956502,1.4871024089044158,366.08,2839.9224,3559.2747439199998,2.914720721452655,717.5168
56724,MD,12580,"Baltimore-Towson, MD",15-0000,Computer and mathematical science occupations,44020,2.4,81810,1.6,78870,2008,33.99779114759922,1308.96,1640.5195680000002,0.8159469875423814,1056.48,2565.5616,3215.4183532800002,1.5992560955830675,2070.7008
57343,MD,13644,"Bethesda-Gaithersburg-Frederick, MD Metropolitan Division",15-0000,Computer and mathematical science occupations,33340,2.8,86770,1.6,85680,2008,58.700283465676,1388.32,1739.9814560000002,1.643607937038928,933.52,2721.1072,3410.3636537600005,3.221471556596299,1829.6992
57793,MD,19060,"Cumberland, MD-WV",15-0000,Computer and mathematical science occupations,250,11.0,55550,3.9,49930,2008,6.832467887400928,2166.45,2715.2117850000004,0.751571467614102,27.5,4246.241999999999,5321.815098600001,1.4730800765236398,53.9
57991,MD,25180,"Hagerstown-Martinsburg, MD-WV",15-0000,Computer and mathematical science occupations,1810,10.5,66020,5.1,62660,2008,18.13808998897685,3367.02,4219.886166,1.9044994488425695,190.05,6599.3592,8270.97688536,3.7328189197314363,372.498
58289,MD,41540,"Salisbury, MD",15-0000,Computer and mathematical science occupations,490,7.9,53990,3.5,54090,2008,9.177748642067803,1889.65,2368.298345,0.7250421427233564,38.71,3703.714,4641.864756200001,1.4210825997377785,75.8716
58534,ME,70750,"Bangor, ME",15-0000,Computer and mathematical science occupations,740,25.7,54380,2.5,51950,2008,11.77968799745304,1359.5,1703.8613500000001,3.027379815345431,190.18,2664.62,3339.5682460000003,5.933664438077044,372.7528
58799,ME,74650,"Lewiston-Auburn, ME",15-0000,Computer and mathematical science occupations,500,7.9,51970,2.4,51060,2008,10.144045445323595,1247.28,1563.216024,0.801379590180564,39.5,2444.6688,3063.9034070400003,1.5707039967539056,77.42
59053,ME,76750,"Portland-South Portland-Biddeford, ME",15-0000,Computer and mathematical science occupations,4290,2.8,63870,2.3,61810,2008,21.49083258190562,1469.01,1841.110233,0.6017433122933573,120.12,2879.2596,3608.57605668,1.1794168920949804,235.4352
59488,MI,11460,"Ann Arbor, MI",15-0000,Computer and mathematical science occupations,6100,6.8,66650,4.1,64290,2008,32.46580446005642,2732.65,3424.830245,2.2076747032838364,414.8,5355.994,6712.6672802,4.327042418436319,813.008
59824,MI,12980,"Battle Creek, MI",15-0000,Computer and mathematical science occupations,550,6.0,62250,4.0,63440,2008,10.009099181073703,2490.0,3120.717,0.6005459508644222,33.0,4880.4,6116.60532,1.1770700636942675,64.67999999999999
60241,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",15-0000,Computer and mathematical science occupations,19880,6.0,77150,1.8,76290,2008,26.101227597978074,1388.7,1740.4577100000001,1.5660736558786845,1192.8,2721.852,3411.2971116000003,3.0695043655222216,2337.888
60712,MI,22420,"Flint, MI",15-0000,Computer and mathematical science occupations,1790,11.8,64390,3.1,62810,2008,12.624303547499824,1996.09,2501.6995970000003,1.4896678186049794,211.22,3912.3363999999997,4903.331210120001,2.9197489244657597,413.9912
61036,MI,24340,"Grand Rapids-Wyoming, MI",15-0000,Computer and mathematical science occupations,6050,5.3,58220,1.9,55470,2008,15.691461769893142,1106.18,1386.3753940000001,0.8316474738043366,320.65,2168.1128,2717.29577224,1.6300290486564997,628.4739999999999
61459,MI,26100,"Holland-Grand Haven, MI",15-0000,Computer and mathematical science occupations,1880,25.6,62730,2.4,61870,2008,17.3768370459377,1505.52,1886.8682160000003,4.448470283760052,481.28,2950.8192,3698.2617033600004,8.719001756169702,943.3087999999999
61727,MI,27100,"Jackson, MI",15-0000,Computer and mathematical science occupations,640,23.0,60910,4.6,60060,2008,11.649071714597744,2801.86,3511.5711380000007,2.6792864943574815,147.2,5491.6456,6882.679430480001,5.251401528940663,288.512
61959,MI,28020,"Kalamazoo-Portage, MI",15-0000,Computer and mathematical science occupations,2450,10.4,58370,2.5,55090,2008,17.520022883295194,1459.25,1828.8780250000002,1.8220823798627004,254.8,2860.13,3584.600929,3.571281464530893,499.408
62300,MI,29620,"Lansing-East Lansing, MI",15-0000,Computer and mathematical science occupations,5590,7.8,61440,2.5,60770,2008,26.608910891089106,1536.0,1925.0688,2.07549504950495,436.02,3010.56,3773.134848,4.067970297029702,854.5992
62644,MI,33780,"Monroe, MI",15-0000,Computer and mathematical science occupations,280,7.8,59250,3.7,55430,2008,6.984285357944624,2192.25,2747.546925,0.5447742579196807,21.84,4296.8099999999995,5385.191973,1.067757545522574,42.8064
62829,MI,34740,"Muskegon-Norton Shores, MI",15-0000,Computer and mathematical science occupations,520,14.7,57060,4.0,56120,2008,8.327994875080076,2282.4,2860.5319200000004,1.2242152466367713,76.44,4473.504,5606.642563200001,2.3994618834080716,149.8224
63060,MI,35660,"Niles-Benton Harbor, MI",15-0000,Computer and mathematical science occupations,710,3.8,63990,6.0,64610,2008,11.503564484769928,3839.4,4811.9200200000005,0.43713545042125723,26.98,7525.224,9431.3632392,0.8567854828256641,52.8808
63313,MI,40980,"Saginaw-Saginaw Township North, MI",15-0000,Computer and mathematical science occupations,1060,9.1,59610,2.4,58690,2008,12.434017595307918,1430.64,1793.0211120000001,1.1314956011730204,96.46,2804.0544,3514.3213795200004,2.21773137829912,189.06159999999997
63593,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",15-0000,Computer and mathematical science occupations,37640,3.6,71300,1.3,69410,2008,32.635083581882505,926.9,1161.68377,1.17486300894777,1355.04,1816.724,2276.9001892,2.3027314975376294,2655.8784
64129,MN,20260,"Duluth, MN-WI",15-0000,Computer and mathematical science occupations,1290,7.9,57210,1.7,55240,2008,10.221060137865463,972.57,1218.9219810000002,0.8074637508913716,101.91,1906.2372,2389.08708276,1.5826289517470882,199.7436
64519,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-0000,Computer and mathematical science occupations,68640,2.5,75870,0.9,74310,2008,38.44193665817255,682.83,855.7908390000001,0.9610484164543138,1716.0,1338.3468,1677.3500444400001,1.8836548962504551,3363.36
65162,MN,40340,"Rochester, MN",15-0000,Computer and mathematical science occupations,4630,5.4,83620,5.2,81160,2008,44.69974898629079,4348.24,5449.649192,2.413786445259703,250.02,8522.5504,10681.31241632,4.731021432709017,490.0392
